prompt,context,gender,age,occupation,target_mid,target_title
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: self-employed

Watch history:
1. All About Eve (1950)
2. Shane (1953)
3. Diner (1982)
4. GoodFellas (1990)
5. Sex, Lies, and Videotape (1989)
6. In the Heat of the Night (1967)
7. Touch of Evil (1958)
8. Chinatown (1974)
9. Shadow of a Doubt (1943)
10. Maltese Falcon, The (1941)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. All About Eve (1950)
2. Shane (1953)
3. Diner (1982)
4. GoodFellas (1990)
5. Sex, Lies, and Videotape (1989)
6. In the Heat of the Night (1967)
7. Touch of Evil (1958)
8. Chinatown (1974)
9. Shadow of a Doubt (1943)
10. Maltese Falcon, The (1941)",M,35-44,self-employed,930,Notorious (1946)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: programmer

Watch history:
1. Make Mine Music (1946)
2. Dogma (1999)
3. Army of Darkness (1993)
4. Star Trek: The Wrath of Khan (1982)
5. Patch Adams (1998)
6. Snow Falling on Cedars (1999)
7. Sleepy Hollow (1999)
8. World Is Not Enough, The (1999)
9. Interview with the Vampire (1994)
10. Independence Day (ID4) (1996)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Make Mine Music (1946)
2. Dogma (1999)
3. Army of Darkness (1993)
4. Star Trek: The Wrath of Khan (1982)
5. Patch Adams (1998)
6. Snow Falling on Cedars (1999)
7. Sleepy Hollow (1999)
8. World Is Not Enough, The (1999)
9. Interview with the Vampire (1994)
10. Independence Day (ID4) (1996)",M,25-34,programmer,3326,What Planet Are You From? (2000)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: executive/managerial

Watch history:
1. Ready to Wear (Pret-A-Porter) (1994)
2. Multiplicity (1996)
3. Volunteers (1985)
4. Milk Money (1994)
5. Superstar (1999)
6. Bonfire of the Vanities (1990)
7. Popeye (1980)
8. Stuart Saves His Family (1995)
9. Cocoon: The Return (1988)
10. Dunston Checks In (1996)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Ready to Wear (Pret-A-Porter) (1994)
2. Multiplicity (1996)
3. Volunteers (1985)
4. Milk Money (1994)
5. Superstar (1999)
6. Bonfire of the Vanities (1990)
7. Popeye (1980)
8. Stuart Saves His Family (1995)
9. Cocoon: The Return (1988)
10. Dunston Checks In (1996)",M,25-34,executive/managerial,1592,Air Bud (1997)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: technician/engineer

Watch history:
1. Star Wars: Episode IV - A New Hope (1977)
2. Conspiracy Theory (1997)
3. Fatal Attraction (1987)
4. Single White Female (1992)
5. Casablanca (1942)
6. Matrix, The (1999)
7. Shawshank Redemption, The (1994)
8. American Beauty (1999)
9. Striptease (1996)
10. Metro (1997)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Star Wars: Episode IV - A New Hope (1977)
2. Conspiracy Theory (1997)
3. Fatal Attraction (1987)
4. Single White Female (1992)
5. Casablanca (1942)
6. Matrix, The (1999)
7. Shawshank Redemption, The (1994)
8. American Beauty (1999)
9. Striptease (1996)
10. Metro (1997)",M,25-34,technician/engineer,2357,Central Station (Central do Brasil) (1998)
"User profile (audit only):
- gender: M
- age: 45-49
- occupation: technician/engineer

Watch history:
1. Ransom (1996)
2. Odessa File, The (1974)
3. Predator 2 (1990)
4. Executive Decision (1996)
5. Escape from New York (1981)
6. Lost World: Jurassic Park, The (1997)
7. Crow, The (1994)
8. Mummy, The (1999)
9. Lawnmower Man, The (1992)
10. Pelican Brief, The (1993)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Ransom (1996)
2. Odessa File, The (1974)
3. Predator 2 (1990)
4. Executive Decision (1996)
5. Escape from New York (1981)
6. Lost World: Jurassic Park, The (1997)
7. Crow, The (1994)
8. Mummy, The (1999)
9. Lawnmower Man, The (1992)
10. Pelican Brief, The (1993)",M,45-49,technician/engineer,1515,Volcano (1997)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: executive/managerial

Watch history:
1. Road to Wellville, The (1994)
2. Money Pit, The (1986)
3. Bean (1997)
4. Airheads (1994)
5. Flubber (1997)
6. Airplane II: The Sequel (1982)
7. Class (1983)
8. European Vacation (1985)
9. Naked Gun 33 1/3: The Final Insult (1994)
10. Drop Dead Fred (1991)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Road to Wellville, The (1994)
2. Money Pit, The (1986)
3. Bean (1997)
4. Airheads (1994)
5. Flubber (1997)
6. Airplane II: The Sequel (1982)
7. Class (1983)
8. European Vacation (1985)
9. Naked Gun 33 1/3: The Final Insult (1994)
10. Drop Dead Fred (1991)",M,25-34,executive/managerial,1021,Angels in the Outfield (1994)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: scientist

Watch history:
1. Fast Times at Ridgemont High (1982)
2. Gods Must Be Crazy, The (1980)
3. Repo Man (1984)
4. Vacation (1983)
5. Rosencrantz and Guildenstern Are Dead (1990)
6. Blazing Saddles (1974)
7. My Cousin Vinny (1992)
8. Austin Powers: International Man of Mystery (1997)
9. Mighty Aphrodite (1995)
10. South Park: Bigger, Longer and Uncut (1999)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Fast Times at Ridgemont High (1982)
2. Gods Must Be Crazy, The (1980)
3. Repo Man (1984)
4. Vacation (1983)
5. Rosencrantz and Guildenstern Are Dead (1990)
6. Blazing Saddles (1974)
7. My Cousin Vinny (1992)
8. Austin Powers: International Man of Mystery (1997)
9. Mighty Aphrodite (1995)
10. South Park: Bigger, Longer and Uncut (1999)",M,25-34,scientist,2109,"Jerk, The (1979)"
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: doctor/health care

Watch history:
1. Ed Wood (1994)
2. American Beauty (1999)
3. Iron Giant, The (1999)
4. Double Happiness (1994)
5. Drop Dead Gorgeous (1999)
6. Out of Sight (1998)
7. Fistful of Dollars, A (1964)
8. Good, The Bad and The Ugly, The (1966)
9. Adventures of Robin Hood, The (1938)
10. Mad Max 2 (a.k.a. The Road Warrior) (1981)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Ed Wood (1994)
2. American Beauty (1999)
3. Iron Giant, The (1999)
4. Double Happiness (1994)
5. Drop Dead Gorgeous (1999)
6. Out of Sight (1998)
7. Fistful of Dollars, A (1964)
8. Good, The Bad and The Ugly, The (1966)
9. Adventures of Robin Hood, The (1938)
10. Mad Max 2 (a.k.a. The Road Warrior) (1981)",M,35-44,doctor/health care,2366,King Kong (1933)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: other

Watch history:
1. Scream 2 (1997)
2. Amityville Horror, The (1979)
3. Henry: Portrait of a Serial Killer (1990)
4. From Dusk Till Dawn (1996)
5. Dark Half, The (1993)
6. Friday the 13th (1980)
7. In the Mouth of Madness (1995)
8. Toxic Avenger, The (1985)
9. Lord of Illusions (1995)
10. Hunger, The (1983)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Scream 2 (1997)
2. Amityville Horror, The (1979)
3. Henry: Portrait of a Serial Killer (1990)
4. From Dusk Till Dawn (1996)
5. Dark Half, The (1993)
6. Friday the 13th (1980)
7. In the Mouth of Madness (1995)
8. Toxic Avenger, The (1985)
9. Lord of Illusions (1995)
10. Hunger, The (1983)",M,25-34,other,1342,Candyman (1992)
"User profile (audit only):
- gender: M
- age: 45-49
- occupation: lawyer

Watch history:
1. Sleepless in Seattle (1993)
2. Forrest Gump (1994)
3. Touch of Evil (1958)
4. Some Like It Hot (1959)
5. Asphalt Jungle, The (1950)
6. Laura (1944)
7. Key Largo (1948)
8. Crossfire (1947)
9. He Walked by Night (1948)
10. To Catch a Thief (1955)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Sleepless in Seattle (1993)
2. Forrest Gump (1994)
3. Touch of Evil (1958)
4. Some Like It Hot (1959)
5. Asphalt Jungle, The (1950)
6. Laura (1944)
7. Key Largo (1948)
8. Crossfire (1947)
9. He Walked by Night (1948)
10. To Catch a Thief (1955)",M,45-49,lawyer,3096,My Man Godfrey (1957)
"User profile (audit only):
- gender: F
- age: 18-24
- occupation: artist

Watch history:
1. Sleepy Hollow (1999)
2. Eyes Wide Shut (1999)
3. Star Wars: Episode I - The Phantom Menace (1999)
4. Jakob the Liar (1999)
5. Star Wars: Episode IV - A New Hope (1977)
6. Raiders of the Lost Ark (1981)
7. Saving Private Ryan (1998)
8. Good, The Bad and The Ugly, The (1966)
9. Star Wars: Episode V - The Empire Strikes Back (1980)
10. Jaws (1975)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Sleepy Hollow (1999)
2. Eyes Wide Shut (1999)
3. Star Wars: Episode I - The Phantom Menace (1999)
4. Jakob the Liar (1999)
5. Star Wars: Episode IV - A New Hope (1977)
6. Raiders of the Lost Ark (1981)
7. Saving Private Ryan (1998)
8. Good, The Bad and The Ugly, The (1966)
9. Star Wars: Episode V - The Empire Strikes Back (1980)
10. Jaws (1975)",F,18-24,artist,1197,"Princess Bride, The (1987)"
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: writer

Watch history:
1. Twelve Monkeys (1995)
2. Star Wars: Episode VI - Return of the Jedi (1983)
3. Alphaville (1965)
4. Pi (1998)
5. Contact (1997)
6. Return from Witch Mountain (1978)
7. Superman (1978)
8. Stepford Wives, The (1975)
9. Star Trek: Generations (1994)
10. Star Trek: Insurrection (1998)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Twelve Monkeys (1995)
2. Star Wars: Episode VI - Return of the Jedi (1983)
3. Alphaville (1965)
4. Pi (1998)
5. Contact (1997)
6. Return from Witch Mountain (1978)
7. Superman (1978)
8. Stepford Wives, The (1975)
9. Star Trek: Generations (1994)
10. Star Trek: Insurrection (1998)",M,35-44,writer,1573,Face/Off (1997)
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: technician/engineer

Watch history:
1. Blade Runner (1982)
2. Indiana Jones and the Temple of Doom (1984)
3. Run Lola Run (Lola rennt) (1998)
4. Titanic (1997)
5. American Pie (1999)
6. American Beauty (1999)
7. Austin Powers: The Spy Who Shagged Me (1999)
8. Arachnophobia (1990)
9. Dead Calm (1989)
10. Clerks (1994)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Blade Runner (1982)
2. Indiana Jones and the Temple of Doom (1984)
3. Run Lola Run (Lola rennt) (1998)
4. Titanic (1997)
5. American Pie (1999)
6. American Beauty (1999)
7. Austin Powers: The Spy Who Shagged Me (1999)
8. Arachnophobia (1990)
9. Dead Calm (1989)
10. Clerks (1994)",M,18-24,technician/engineer,1093,"Doors, The (1991)"
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: doctor/health care

Watch history:
1. Blue Hawaii (1961)
2. How to Stuff a Wild Bikini (1965)
3. Seventh Seal, The (Sjunde inseglet, Det) (1957)
4. On the Waterfront (1954)
5. Around the World in 80 Days (1956)
6. Roman Holiday (1953)
7. 12 Angry Men (1957)
8. Singin' in the Rain (1952)
9. American in Paris, An (1951)
10. Anatomy of a Murder (1959)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Blue Hawaii (1961)
2. How to Stuff a Wild Bikini (1965)
3. Seventh Seal, The (Sjunde inseglet, Det) (1957)
4. On the Waterfront (1954)
5. Around the World in 80 Days (1956)
6. Roman Holiday (1953)
7. 12 Angry Men (1957)
8. Singin' in the Rain (1952)
9. American in Paris, An (1951)
10. Anatomy of a Murder (1959)",M,25-34,doctor/health care,3871,Shane (1953)
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: other

Watch history:
1. What About Bob? (1991)
2. Muppet Movie, The (1979)
3. Some Like It Hot (1959)
4. Young Frankenstein (1974)
5. Aladdin (1992)
6. Guess Who's Coming to Dinner (1967)
7. Forrest Gump (1994)
8. Pink Flamingos (1972)
9. Jungle Book, The (1967)
10. Lion King, The (1994)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. What About Bob? (1991)
2. Muppet Movie, The (1979)
3. Some Like It Hot (1959)
4. Young Frankenstein (1974)
5. Aladdin (1992)
6. Guess Who's Coming to Dinner (1967)
7. Forrest Gump (1994)
8. Pink Flamingos (1972)
9. Jungle Book, The (1967)
10. Lion King, The (1994)",F,25-34,other,2987,Who Framed Roger Rabbit? (1988)
"User profile (audit only):
- gender: F
- age: 18-24
- occupation: college/grad student

Watch history:
1. Ghost in the Shell (Kokaku kidotai) (1995)
2. Loaded Weapon 1 (1993)
3. Fisher King, The (1991)
4. Casablanca (1942)
5. Manhattan Murder Mystery (1993)
6. Schindler's List (1993)
7. Usual Suspects, The (1995)
8. One Flew Over the Cuckoo's Nest (1975)
9. Misérables, Les (1998)
10. Wizard of Oz, The (1939)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Ghost in the Shell (Kokaku kidotai) (1995)
2. Loaded Weapon 1 (1993)
3. Fisher King, The (1991)
4. Casablanca (1942)
5. Manhattan Murder Mystery (1993)
6. Schindler's List (1993)
7. Usual Suspects, The (1995)
8. One Flew Over the Cuckoo's Nest (1975)
9. Misérables, Les (1998)
10. Wizard of Oz, The (1939)",F,18-24,college/grad student,260,Star Wars: Episode IV - A New Hope (1977)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: executive/managerial

Watch history:
1. Star Trek: The Wrath of Khan (1982)
2. Space Cowboys (2000)
3. Total Recall (1990)
4. Toy Story 2 (1999)
5. Chicken Run (2000)
6. Bug's Life, A (1998)
7. Fantasia 2000 (1999)
8. Happy Gilmore (1996)
9. Medicine Man (1992)
10. Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Star Trek: The Wrath of Khan (1982)
2. Space Cowboys (2000)
3. Total Recall (1990)
4. Toy Story 2 (1999)
5. Chicken Run (2000)
6. Bug's Life, A (1998)
7. Fantasia 2000 (1999)
8. Happy Gilmore (1996)
9. Medicine Man (1992)
10. Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)",M,25-34,executive/managerial,555,True Romance (1993)
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: academic/educator

Watch history:
1. Yellow Submarine (1968)
2. White Christmas (1954)
3. Casablanca (1942)
4. High Plains Drifter (1972)
5. Dances with Wolves (1990)
6. Hang 'em High (1967)
7. Killing Fields, The (1984)
8. Ace Ventura: When Nature Calls (1995)
9. $1,000,000 Duck (1971)
10. Attack of the Killer Tomatoes! (1980)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Yellow Submarine (1968)
2. White Christmas (1954)
3. Casablanca (1942)
4. High Plains Drifter (1972)
5. Dances with Wolves (1990)
6. Hang 'em High (1967)
7. Killing Fields, The (1984)
8. Ace Ventura: When Nature Calls (1995)
9. $1,000,000 Duck (1971)
10. Attack of the Killer Tomatoes! (1980)",M,35-44,academic/educator,3552,Caddyshack (1980)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: sales/marketing

Watch history:
1. Goldfinger (1964)
2. Indiana Jones and the Last Crusade (1989)
3. Adventures of Robin Hood, The (1938)
4. African Queen, The (1951)
5. War of the Worlds, The (1953)
6. Abyss, The (1989)
7. Butch Cassidy and the Sundance Kid (1969)
8. Princess Bride, The (1987)
9. Planet of the Apes (1968)
10. Drunken Master (Zui quan) (1979)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Goldfinger (1964)
2. Indiana Jones and the Last Crusade (1989)
3. Adventures of Robin Hood, The (1938)
4. African Queen, The (1951)
5. War of the Worlds, The (1953)
6. Abyss, The (1989)
7. Butch Cassidy and the Sundance Kid (1969)
8. Princess Bride, The (1987)
9. Planet of the Apes (1968)
10. Drunken Master (Zui quan) (1979)",M,25-34,sales/marketing,1912,Out of Sight (1998)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: writer

Watch history:
1. Dead Man Walking (1995)
2. Reservoir Dogs (1992)
3. Fugitive, The (1993)
4. Jerry Maguire (1996)
5. Mulan (1998)
6. Lion King, The (1994)
7. American History X (1998)
8. Galaxy Quest (1999)
9. Three Kings (1999)
10. Big Night (1996)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Dead Man Walking (1995)
2. Reservoir Dogs (1992)
3. Fugitive, The (1993)
4. Jerry Maguire (1996)
5. Mulan (1998)
6. Lion King, The (1994)
7. American History X (1998)
8. Galaxy Quest (1999)
9. Three Kings (1999)
10. Big Night (1996)",M,25-34,writer,474,In the Line of Fire (1993)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: sales/marketing

Watch history:
1. Last Action Hero (1993)
2. Herbie Rides Again (1974)
3. Naked Gun 33 1/3: The Final Insult (1994)
4. Big Daddy (1999)
5. Batman Forever (1995)
6. Stuart Saves His Family (1995)
7. Golden Child, The (1986)
8. Volunteers (1985)
9. George of the Jungle (1997)
10. Sgt. Bilko (1996)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Last Action Hero (1993)
2. Herbie Rides Again (1974)
3. Naked Gun 33 1/3: The Final Insult (1994)
4. Big Daddy (1999)
5. Batman Forever (1995)
6. Stuart Saves His Family (1995)
7. Golden Child, The (1986)
8. Volunteers (1985)
9. George of the Jungle (1997)
10. Sgt. Bilko (1996)",M,25-34,sales/marketing,2335,"Waterboy, The (1998)"
