prompt,context,gender,age,occupation,target_mid,target_title
"User profile (audit only):
- gender: M
- age: 45-54
- occupation: scientist

Watch history:
1. Garfield: A Tail of Two Kitties
2. Spider-Man 3
3. Rambo 1: First Blood VHS
4. Angel - Seasons 1-5
5. Futurama: Bender's Big Score
6. Gene Simmons - Family Jewels - Season One
7. Iron Maiden: Flight 666
8. Michael Jackson: This Is It Theatrical Release
9. Michael Jackson: This Is It Theatrical Release
10. Harry Potter and the Half-Blood Prince

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Garfield: A Tail of Two Kitties
2. Spider-Man 3
3. Rambo 1: First Blood VHS
4. Angel - Seasons 1-5
5. Futurama: Bender's Big Score
6. Gene Simmons - Family Jewels - Season One
7. Iron Maiden: Flight 666
8. Michael Jackson: This Is It Theatrical Release
9. Michael Jackson: This Is It Theatrical Release
10. Harry Potter and the Half-Blood Prince",M,45-54,scientist,B000ZECQ08,Harry Potter and the Half-Blood Prince
"User profile (audit only):
- gender: F
- age: 35-44
- occupation: sales/marketing

Watch history:
1. Sir Arthur Conan Doyle's The Lost World - Season Three
2. ECW: One Night Stand
3. WWE Vengeance 2003
4. Cold Mountain VHS
5. I, Robot
6. Shaun of the Dead
7. Shaun of the Dead
8. Matchstick Men
9. Miracle VHS
10. Lost - The Complete First Season

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Sir Arthur Conan Doyle's The Lost World - Season Three
2. ECW: One Night Stand
3. WWE Vengeance 2003
4. Cold Mountain VHS
5. I, Robot
6. Shaun of the Dead
7. Shaun of the Dead
8. Matchstick Men
9. Miracle VHS
10. Lost - The Complete First Season",F,35-44,sales/marketing,7799146915,Star Wars: Episode III - Revenge of the Sith (Mandarin Chinese Edition)
"User profile (audit only):
- gender: M
- age: 55-64
- occupation: farmer

Watch history:
1. Maximum Overdrive VHS
2. Eraserhead
3. Eraserhead
4. Dazed and Confused
5. Empire Records VHS
6. River's Edge VHS
7. Plan 9 From Outer Space VHS
8. Dawn of the Dead
9. Tommy Boy VHS
10. Stealing Harvard VHS

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Maximum Overdrive VHS
2. Eraserhead
3. Eraserhead
4. Dazed and Confused
5. Empire Records VHS
6. River's Edge VHS
7. Plan 9 From Outer Space VHS
8. Dawn of the Dead
9. Tommy Boy VHS
10. Stealing Harvard VHS",M,55-64,farmer,6304240554,Dawn of the Dead VHS
"User profile (audit only):
- gender: F
- age: 55-64
- occupation: executive/managerial

Watch history:
1. Beavis &amp; Butthead Do America VHS
2. Citizenfour anglais
3. Zootopia
4. Sing Street
5. Cuban Fury
6. Rock the Kasbah
7. Inside Out
8. Spotlight
9. Hot Fuzz Region 2
10. ParaNorman

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Beavis &amp; Butthead Do America VHS
2. Citizenfour anglais
3. Zootopia
4. Sing Street
5. Cuban Fury
6. Rock the Kasbah
7. Inside Out
8. Spotlight
9. Hot Fuzz Region 2
10. ParaNorman",F,55-64,executive/managerial,6304415346,Star Trek - First Contact VHS
"User profile (audit only):
- gender: F
- age: 18-24
- occupation: doctor/health care

Watch history:
1. Sherlock Holmes: The Scarlet Claw VHS
2. Jonny Quest - Hadji in Mysteries of the East VHS
3. Rear Window VHS
4. I Saw What You Did
5. The Pit and The Pendulum VHS
6. Thriller: The Prediction VHS
7. Horror Classics, Vol. 3: The Bat/House on Haunted Hill
8. The West Wing: Season 1
9. The Best of The Dick Van Dyke Show, Vol. 2
10. The Best of The Dick Van Dyke Show, Vol. 1

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Sherlock Holmes: The Scarlet Claw VHS
2. Jonny Quest - Hadji in Mysteries of the East VHS
3. Rear Window VHS
4. I Saw What You Did
5. The Pit and The Pendulum VHS
6. Thriller: The Prediction VHS
7. Horror Classics, Vol. 3: The Bat/House on Haunted Hill
8. The West Wing: Season 1
9. The Best of The Dick Van Dyke Show, Vol. 2
10. The Best of The Dick Van Dyke Show, Vol. 1",F,18-24,doctor/health care,B00022PYQQ,"The Best of The Dick Van Dyke Show, Vol. 4"
"User profile (audit only):
- gender: F
- age: 55-64
- occupation: sales/marketing

Watch history:
1. A Majority of One
2. Elvira's Movie Macabre: The Coffin Collection
3. Blood Dolls
4. Classic Westerns: 10-Movie Collection
5. Tales of Terror - 200 Classic Horror Movies: The Beast of Yucca Flats - The Phantom Creeps - The Giant Gila Monster - Dr. Jekyll and Mr. Hyde - Night of the Living Dead - Nosferatu - The Phantom of the Opera - Terror By Night + 192 more!
6. Sci-Fi Invasion - 50 Movie Pack: The Brother from Another Planet - The Crater Lake Monster - The Creeping Terror - Galaxina - Morons from Outer Space - Slipstream + 44 more!
7. 4 Film Favorites: John Wayne (Back to Bataan, Flying Leathernecks, Operation Pacific, They Were Expendable)
8. The Monuments Men [DVD]
9. Bletchley Circle: Season 2
10. Cold Room  (1984) VHS

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. A Majority of One
2. Elvira's Movie Macabre: The Coffin Collection
3. Blood Dolls
4. Classic Westerns: 10-Movie Collection
5. Tales of Terror - 200 Classic Horror Movies: The Beast of Yucca Flats - The Phantom Creeps - The Giant Gila Monster - Dr. Jekyll and Mr. Hyde - Night of the Living Dead - Nosferatu - The Phantom of the Opera - Terror By Night + 192 more!
6. Sci-Fi Invasion - 50 Movie Pack: The Brother from Another Planet - The Crater Lake Monster - The Creeping Terror - Galaxina - Morons from Outer Space - Slipstream + 44 more!
7. 4 Film Favorites: John Wayne (Back to Bataan, Flying Leathernecks, Operation Pacific, They Were Expendable)
8. The Monuments Men [DVD]
9. Bletchley Circle: Season 2
10. Cold Room  (1984) VHS",F,55-64,sales/marketing,B000VJGVK8,Family Collection 250 Movie Pack
"User profile (audit only):
- gender: M
- age: 55-64
- occupation: self-employed

Watch history:
1. Disney Sing Along Songs: Friend Like Me: Volume Eleven VHS
2. The Man Who Wasn't There
3. I am Sam
4. The Bourne Identity
5. Life As a House VHS
6. Lovely &amp; Amazing
7. Donnie Darko
8. The Kid Stays in the Picture
9. The Dish
10. High Crimes

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Disney Sing Along Songs: Friend Like Me: Volume Eleven VHS
2. The Man Who Wasn't There
3. I am Sam
4. The Bourne Identity
5. Life As a House VHS
6. Lovely &amp; Amazing
7. Donnie Darko
8. The Kid Stays in the Picture
9. The Dish
10. High Crimes",M,55-64,self-employed,B000068DBE,The Rookie
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: other

Watch history:
1. Good Neighbors: The Complete Series 1-3
2. New Tricks, Season 11
3. The Brokenwood Mysteries, Series 1
4. New Tricks Series 12
5. Last of the Summer Wine: Vintage 1998
6. Last Tango in Halifax Special
7. The Grass Is Greener VHS
8. Hopscotch VHS
9. The Grass Is Greener
10. To the Manor Born - The Complete Series

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Good Neighbors: The Complete Series 1-3
2. New Tricks, Season 11
3. The Brokenwood Mysteries, Series 1
4. New Tricks Series 12
5. Last of the Summer Wine: Vintage 1998
6. Last Tango in Halifax Special
7. The Grass Is Greener VHS
8. Hopscotch VHS
9. The Grass Is Greener
10. To the Manor Born - The Complete Series",M,25-34,other,B00066VU7K,The Boyfriend School
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: K-12 student

Watch history:
1. Pilot's Wife VHS
2. Deceived VHS
3. Mayday At 40,000 Feet
4. The Scarlet Letter WGBH Miniseries  VHS
5. Last Call
6. City By the Sea VHS
7. City by the Sea
8. Manhunt: Search for the Night Stalker
9. Criminal Minds
10. Criminal Minds: Season 6

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Pilot's Wife VHS
2. Deceived VHS
3. Mayday At 40,000 Feet
4. The Scarlet Letter WGBH Miniseries  VHS
5. Last Call
6. City By the Sea VHS
7. City by the Sea
8. Manhunt: Search for the Night Stalker
9. Criminal Minds
10. Criminal Minds: Season 6",M,35-44,K-12 student,B00006HAYQ,It Had To Be You
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: executive/managerial

Watch history:
1. 7 Men from Now
2. The Tall T
3. I've Always Loved You VHS
4. Way of a Gaucho  [Reg.2]
5. I Walked With a Zombie VHS
6. The Prisoner of Shark Island (1936)
7. Easy Rider VHS
8. Lured VHS
9. Has Anybody Seen My Gal?
10. Thunder on the Hill

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. 7 Men from Now
2. The Tall T
3. I've Always Loved You VHS
4. Way of a Gaucho  [Reg.2]
5. I Walked With a Zombie VHS
6. The Prisoner of Shark Island (1936)
7. Easy Rider VHS
8. Lured VHS
9. Has Anybody Seen My Gal?
10. Thunder on the Hill",F,25-34,executive/managerial,B002KLQ35I,Summer Storm
"User profile (audit only):
- gender: M
- age: 55-64
- occupation: artist

Watch history:
1. Kate &amp; Leopold
2. Battleship
3. Gatekeepers:for Tomorrow VHS
4. The Fourth Kind 2009
5. The Dark Knight Rises
6. The Superman Motion Picture Anthology
7. World War Z
8. Need for Speed
9. World War Z
10. Dracula Untold 2014

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Kate &amp; Leopold
2. Battleship
3. Gatekeepers:for Tomorrow VHS
4. The Fourth Kind 2009
5. The Dark Knight Rises
6. The Superman Motion Picture Anthology
7. World War Z
8. Need for Speed
9. World War Z
10. Dracula Untold 2014",M,55-64,artist,B01D64VSYI,Batman v Superman: Dawn of Justice
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: homemaker

Watch history:
1. Car 54 Where Are You?: Season 2
2. Highway Patrol Complete Season 2
3. Get Smart: Seasons 3-4
4. Family Matters: Season 4
5. The Day After Tomorrow
6. The Odd Couple: Season 4
7. The Odd Couple: Season 4
8. The Odd Couple - The Final Season
9. Forest Warrior VHS
10. Chuck Norris

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Car 54 Where Are You?: Season 2
2. Highway Patrol Complete Season 2
3. Get Smart: Seasons 3-4
4. Family Matters: Season 4
5. The Day After Tomorrow
6. The Odd Couple: Season 4
7. The Odd Couple: Season 4
8. The Odd Couple - The Final Season
9. Forest Warrior VHS
10. Chuck Norris",M,18-24,homemaker,B00979KQFE,Missing in Action 2: The Beginning
"User profile (audit only):
- gender: M
- age: 55-64
- occupation: clerical/admin

Watch history:
1. Christmas Classics With Frosty, Rudolph And Santa
2. For Multi-titled
3. Halloween ( 2 Pack) 4: The Return Of Michael Myers / 5 - The Revenge of Michael Myers
4. Halloween H20 VHS
5. Walt Disney Legacy Collection - True Life Adventures,  Vol. 4
6. Tom and Jerry &amp; The Wizard of Oz
7. Star Wars CLONE WARS Blu-Ray Exclusive 2 Disc GIFT SET + Comic Book
8. Three Lives of Thomasina
9. Fun and Fancy Free Fully Restored 50th Anniversary Walt Disney's Masterpiece  VHS
10. Masters of Horror - Stuart Gordon - Dreams in the Witch House

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Christmas Classics With Frosty, Rudolph And Santa
2. For Multi-titled
3. Halloween ( 2 Pack) 4: The Return Of Michael Myers / 5 - The Revenge of Michael Myers
4. Halloween H20 VHS
5. Walt Disney Legacy Collection - True Life Adventures,  Vol. 4
6. Tom and Jerry &amp; The Wizard of Oz
7. Star Wars CLONE WARS Blu-Ray Exclusive 2 Disc GIFT SET + Comic Book
8. Three Lives of Thomasina
9. Fun and Fancy Free Fully Restored 50th Anniversary Walt Disney's Masterpiece  VHS
10. Masters of Horror - Stuart Gordon - Dreams in the Witch House",M,55-64,clerical/admin,6301966554,A Christmas Story VHS
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: scientist

Watch history:
1. Shakespeare in Love VHS
2. The Silence of the Lambs VHS
3. The Silence of the Lambs
4. The Sixth Sense VHS
5. THE SIXTH SENSE
6. The Sword in the Stone Walt Disney Masterpiece Collection  VHS
7. Ever After - A Cinderella Story VHS
8. Charlie's Angels
9. Ever After - A Cinderella Story
10. Nurse Betty

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Shakespeare in Love VHS
2. The Silence of the Lambs VHS
3. The Silence of the Lambs
4. The Sixth Sense VHS
5. THE SIXTH SENSE
6. The Sword in the Stone Walt Disney Masterpiece Collection  VHS
7. Ever After - A Cinderella Story VHS
8. Charlie's Angels
9. Ever After - A Cinderella Story
10. Nurse Betty",M,35-44,scientist,630580706X,Being John Malkovich VHS
"User profile (audit only):
- gender: M
- age: 45-54
- occupation: programmer

Watch history:
1. The Most Dangerous Game / And Then There Were None
2. Secret Agent
3. CRIME DOCTOR FILM COLLECTION - 5 DVD-R - 10 MOVIES - 1943-1949 with Warner Baxter
4. The Murdoch Mysteries Movie Collection
5. Columbo - Complete Series NON-USA FORMAT, PAL, Reg.2.4 United Kingdom
6. Murder, She Wrote: The Complete Series
7. Diagnosis Murder:Complete
8. MacGyver: The Complete Collection
9. The Man From U.N.C.L.E.- The Complete Collection
10. The Man From U.N.C.L.E.- The Complete Collection

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. The Most Dangerous Game / And Then There Were None
2. Secret Agent
3. CRIME DOCTOR FILM COLLECTION - 5 DVD-R - 10 MOVIES - 1943-1949 with Warner Baxter
4. The Murdoch Mysteries Movie Collection
5. Columbo - Complete Series NON-USA FORMAT, PAL, Reg.2.4 United Kingdom
6. Murder, She Wrote: The Complete Series
7. Diagnosis Murder:Complete
8. MacGyver: The Complete Collection
9. The Man From U.N.C.L.E.- The Complete Collection
10. The Man From U.N.C.L.E.- The Complete Collection",M,45-54,programmer,B0011UKORM,77 Sunset Strip
"User profile (audit only):
- gender: F
- age: 18-24
- occupation: farmer

Watch history:
1. Metallica Through the Never
2. Begin Again
3. Big Hero 6
4. St. Vincent
5. Saints and Soldiers: The Void
6. Jurassic Park Collection (Jurassic Park / The Lost World: Jurassic Park / Jurassic Park III)
7. Old School
8. Rocky: The Undisputed Collection
9. Rocky: The Undisputed Collection
10. Sharknado

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Metallica Through the Never
2. Begin Again
3. Big Hero 6
4. St. Vincent
5. Saints and Soldiers: The Void
6. Jurassic Park Collection (Jurassic Park / The Lost World: Jurassic Park / Jurassic Park III)
7. Old School
8. Rocky: The Undisputed Collection
9. Rocky: The Undisputed Collection
10. Sharknado",F,18-24,farmer,B00LOCLDSG,Sharknado 2: The Second One
"User profile (audit only):
- gender: M
- age: 45-54
- occupation: farmer

Watch history:
1. Broken Lance VHS
2. When Trumpets Fade VHS
3. Against All Odds
4. Mosquito Squadron
5. The Armstrong Lie
6. Attack VHS
7. The Revenant
8. Chasing Madoff
9. The Ides of March anglais
10. Operation Daybreak VHS

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Broken Lance VHS
2. When Trumpets Fade VHS
3. Against All Odds
4. Mosquito Squadron
5. The Armstrong Lie
6. Attack VHS
7. The Revenant
8. Chasing Madoff
9. The Ides of March anglais
10. Operation Daybreak VHS",M,45-54,farmer,B00005JLD4,Rabbit-Proof Fence
"User profile (audit only):
- gender: F
- age: 45-54
- occupation: unemployed

Watch history:
1. Vision - From the Life of Hildegard von Bingen
2. Father Ted: The Definitive Collection
3. Father Ted: The Definitive Collection
4. The Sessions
5. Amour
6. Boogie Nights
7. Eleanor Roosevelt Story
8. How to Survive a Plague
9. Body of War - The True Story of an Anti-War Hero
10. Downton Abbey Series: 1-2

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Vision - From the Life of Hildegard von Bingen
2. Father Ted: The Definitive Collection
3. Father Ted: The Definitive Collection
4. The Sessions
5. Amour
6. Boogie Nights
7. Eleanor Roosevelt Story
8. How to Survive a Plague
9. Body of War - The True Story of an Anti-War Hero
10. Downton Abbey Series: 1-2",F,45-54,unemployed,B00B83OIVA,Top of the Lake
